r,sig
0.5778296904585289,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.5625494058226473,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.5625494058226473,0.000999000999000999
0.6286226763062505,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6286226763062505,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.5625494058226473,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6286226763062505,0.000999000999000999
0.6286226763062505,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.5625494058226473,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.5625494058226473,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.5625494058226473,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6286226763062505,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6415774304894291,0.000999000999000999
0.7651759139014408,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7030215694503883,0.000999000999000999
0.6857946775840659,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.7019994726034002,0.000999000999000999
0.6941909393633127,0.000999000999000999
0.5778296904585289,0.000999000999000999
0.7545930383635979,0.000999000999000999
0.6286226763062505,0.000999000999000999
