,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.2221,0.3749,0.4999,0.0834,0.3749,0.0998,0.2221,0.2221,0.0998,0.3126,0.2221,0.4443,0.5832,0.2143,0.0834,0.0,0.0998,0.5454,0.4999,0.0,0.2221,0.0,0.154,0.4999,0.2221,0.5454,0.6874,0.4999,0.0998,0.0998,0.4443,0.4443,0.5832,0.154,0.0,0.154,0.2221,0.2221,0.3749
1,0.1818,0.0,0.1251,0.3,0.25,0.1251,0.1001,0.0,0.0,0.1001,0.4375,0.0,0.2221,0.4166,0.3571,0.25,0.1818,0.1001,0.3637,0.3,0.1818,0.0,0.1818,0.3077,0.3,0.0,0.3637,0.5625,0.3,0.1001,0.1001,0.2221,0.2221,0.4166,0.3077,0.1818,0.3077,0.0,0.0,0.1251
2,0.2727,0.1112,0.0,0.1999,0.3334,0.0,0.2001,0.1112,0.1112,0.2001,0.5001,0.1112,0.1109,0.3332,0.4286,0.3334,0.2727,0.2001,0.2727,0.1999,0.2727,0.1112,0.2727,0.3847,0.1999,0.1112,0.2727,0.4999,0.1999,0.2001,0.2001,0.1109,0.1109,0.3332,0.3847,0.2727,0.3847,0.1112,0.1112,0.0
3,0.4545,0.3333,0.2499,0.0,0.5,0.2499,0.4,0.3333,0.3333,0.4,0.625,0.3333,0.1112,0.1666,0.5714,0.5,0.4545,0.4,0.091,0.0,0.4545,0.3333,0.4545,0.5385,0.0,0.3333,0.091,0.375,0.0,0.4,0.4,0.1112,0.1112,0.1666,0.5385,0.4545,0.5385,0.3333,0.3333,0.2499
4,0.091,0.3333,0.5,0.6,0.0,0.5,0.1999,0.3333,0.3333,0.1999,0.25,0.3333,0.5555,0.6666,0.1428,0.0,0.091,0.1999,0.6363,0.6,0.091,0.3333,0.091,0.077,0.6,0.3333,0.6363,0.75,0.6,0.1999,0.1999,0.5555,0.5555,0.6666,0.077,0.091,0.077,0.3333,0.3333,0.5
5,0.2727,0.1112,0.0,0.1999,0.3334,0.0,0.2001,0.1112,0.1112,0.2001,0.5001,0.1112,0.1109,0.3332,0.4286,0.3334,0.2727,0.2001,0.2727,0.1999,0.2727,0.1112,0.2727,0.3847,0.1999,0.1112,0.2727,0.4999,0.1999,0.2001,0.2001,0.1109,0.1109,0.3332,0.3847,0.2727,0.3847,0.1112,0.1112,0.0
6,0.0908,0.1112,0.2501,0.4,0.1666,0.2501,0.0,0.1112,0.1112,0.0,0.375,0.1112,0.3333,0.5,0.2856,0.1666,0.0908,0.0,0.4546,0.4,0.0908,0.1112,0.0908,0.2308,0.4,0.1112,0.4546,0.625,0.4,0.0,0.0,0.3333,0.3333,0.5,0.2308,0.0908,0.2308,0.1112,0.1112,0.2501
7,0.1818,0.0,0.1251,0.3,0.25,0.1251,0.1001,0.0,0.0,0.1001,0.4375,0.0,0.2221,0.4166,0.3571,0.25,0.1818,0.1001,0.3637,0.3,0.1818,0.0,0.1818,0.3077,0.3,0.0,0.3637,0.5625,0.3,0.1001,0.1001,0.2221,0.2221,0.4166,0.3077,0.1818,0.3077,0.0,0.0,0.1251
8,0.1818,0.0,0.1251,0.3,0.25,0.1251,0.1001,0.0,0.0,0.1001,0.4375,0.0,0.2221,0.4166,0.3571,0.25,0.1818,0.1001,0.3637,0.3,0.1818,0.0,0.1818,0.3077,0.3,0.0,0.3637,0.5625,0.3,0.1001,0.1001,0.2221,0.2221,0.4166,0.3077,0.1818,0.3077,0.0,0.0,0.1251
9,0.0908,0.1112,0.2501,0.4,0.1666,0.2501,0.0,0.1112,0.1112,0.0,0.375,0.1112,0.3333,0.5,0.2856,0.1666,0.0908,0.0,0.4546,0.4,0.0908,0.1112,0.0908,0.2308,0.4,0.1112,0.4546,0.625,0.4,0.0,0.0,0.3333,0.3333,0.5,0.2308,0.0908,0.2308,0.1112,0.1112,0.2501
