,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.25,0.3571,0.25,0.3571,0.1001,0.1001,0.1666,0.1818,0.091,0.5,0.25,0.4,0.4,0.4375,0.091,0.25,0.3077,0.5,0.1666,0.4,0.091,0.25,0.4,0.4706,0.1666,0.5,0.1666,0.3571,0.1818,0.4,0.4737,0.25,0.4118,0.2308,0.4118,0.2857,0.4118,0.3333,0.5263
1,0.3,0.0,0.1428,0.0,0.1428,0.1999,0.1999,0.4166,0.091,0.3637,0.3333,0.0,0.2,0.2,0.25,0.3637,0.0,0.077,0.3333,0.4166,0.2,0.3637,0.0,0.2,0.2941,0.4166,0.3333,0.4166,0.1428,0.091,0.2,0.6316,0.0,0.5882,0.4615,0.5882,0.5,0.5882,0.5333,0.3684
2,0.4999,0.1666,0.0,0.1666,0.0,0.3998,0.3998,0.5832,0.2727,0.5454,0.2223,0.1666,0.0667,0.0667,0.1251,0.5454,0.1666,0.0768,0.2223,0.5832,0.0667,0.5454,0.1666,0.0667,0.1765,0.5832,0.2223,0.5832,0.0,0.2727,0.0667,0.7368,0.1666,0.7058,0.6153,0.7058,0.6428,0.7058,0.6666,0.2632
3,0.3,0.0,0.1428,0.0,0.1428,0.1999,0.1999,0.4166,0.091,0.3637,0.3333,0.0,0.2,0.2,0.25,0.3637,0.0,0.077,0.3333,0.4166,0.2,0.3637,0.0,0.2,0.2941,0.4166,0.3333,0.4166,0.1428,0.091,0.2,0.6316,0.0,0.5882,0.4615,0.5882,0.5,0.5882,0.5333,0.3684
4,0.4999,0.1666,0.0,0.1666,0.0,0.3998,0.3998,0.5832,0.2727,0.5454,0.2223,0.1666,0.0667,0.0667,0.1251,0.5454,0.1666,0.0768,0.2223,0.5832,0.0667,0.5454,0.1666,0.0667,0.1765,0.5832,0.2223,0.5832,0.0,0.2727,0.0667,0.7368,0.1666,0.7058,0.6153,0.7058,0.6428,0.7058,0.6666,0.2632
5,0.1001,0.1666,0.2856,0.1666,0.2856,0.0,0.0,0.25,0.0908,0.1819,0.4444,0.1666,0.3333,0.3333,0.375,0.1819,0.1666,0.2308,0.4444,0.25,0.3333,0.1819,0.1666,0.3333,0.4117,0.25,0.4444,0.25,0.2856,0.0908,0.3333,0.5263,0.1666,0.4706,0.3077,0.4706,0.3572,0.4706,0.4,0.4737
6,0.1001,0.1666,0.2856,0.1666,0.2856,0.0,0.0,0.25,0.0908,0.1819,0.4444,0.1666,0.3333,0.3333,0.375,0.1819,0.1666,0.2308,0.4444,0.25,0.3333,0.1819,0.1666,0.3333,0.4117,0.25,0.4444,0.25,0.2856,0.0908,0.3333,0.5263,0.1666,0.4706,0.3077,0.4706,0.3572,0.4706,0.4,0.4737
7,0.1999,0.4166,0.4999,0.4166,0.4999,0.3,0.3,0.0,0.3635,0.0908,0.6111,0.4166,0.5333,0.5333,0.5625,0.0908,0.4166,0.4615,0.6111,0.0,0.5333,0.0908,0.4166,0.5333,0.5882,0.0,0.6111,0.0,0.4999,0.3635,0.5333,0.3684,0.4166,0.2942,0.077,0.2942,0.143,0.2942,0.2,0.6316
8,0.1999,0.0834,0.2143,0.0834,0.2143,0.0998,0.0998,0.3332,0.0,0.2727,0.3889,0.0834,0.2667,0.2667,0.3126,0.2727,0.0834,0.154,0.3889,0.3332,0.2667,0.2727,0.0834,0.2667,0.353,0.3332,0.3889,0.3332,0.2143,0.0,0.2667,0.5789,0.0834,0.5294,0.3845,0.5294,0.4285,0.5294,0.4666,0.4211
9,0.1001,0.3334,0.4286,0.3334,0.4286,0.2001,0.2001,0.0832,0.2727,0.0,0.5556,0.3334,0.4667,0.4667,0.5001,0.0,0.3334,0.3847,0.5556,0.0832,0.4667,0.0,0.3334,0.4667,0.5294,0.0832,0.5556,0.0832,0.4286,0.2727,0.4667,0.421,0.3334,0.3529,0.1538,0.3529,0.2143,0.3529,0.2666,0.579
10,0.8999,0.5,0.2858,0.5,0.2858,0.7999,0.7999,0.9166,0.6365,0.909,0.0,0.5,0.2,0.2,0.1249,0.909,0.5,0.3845,0.0,0.9166,0.2,0.909,0.5,0.2,0.0589,0.9166,0.0,0.9166,0.2858,0.6365,0.2,0.9473,0.5,0.9411,0.923,0.9411,0.9285,0.9411,0.9333,0.0527
11,0.3,0.0,0.1428,0.0,0.1428,0.1999,0.1999,0.4166,0.091,0.3637,0.3333,0.0,0.2,0.2,0.25,0.3637,0.0,0.077,0.3333,0.4166,0.2,0.3637,0.0,0.2,0.2941,0.4166,0.3333,0.4166,0.1428,0.091,0.2,0.6316,0.0,0.5882,0.4615,0.5882,0.5,0.5882,0.5333,0.3684
12,0.6,0.25,0.0715,0.25,0.0715,0.4999,0.4999,0.6666,0.3637,0.6363,0.1667,0.25,0.0,0.0,0.0625,0.6363,0.25,0.1538,0.1667,0.6666,0.0,0.6363,0.25,0.0,0.1176,0.6666,0.1667,0.6666,0.0715,0.3637,0.0,0.7894,0.25,0.7647,0.6923,0.7647,0.7143,0.7647,0.7333,0.2106
13,0.6,0.25,0.0715,0.25,0.0715,0.4999,0.4999,0.6666,0.3637,0.6363,0.1667,0.25,0.0,0.0,0.0625,0.6363,0.25,0.1538,0.1667,0.6666,0.0,0.6363,0.25,0.0,0.1176,0.6666,0.1667,0.6666,0.0715,0.3637,0.0,0.7894,0.25,0.7647,0.6923,0.7647,0.7143,0.7647,0.7333,0.2106
14,0.7,0.3334,0.143,0.3334,0.143,0.6,0.6,0.75,0.4547,0.7273,0.1111,0.3334,0.0667,0.0667,0.0,0.7273,0.3334,0.2308,0.1111,0.75,0.0667,0.7273,0.3334,0.0667,0.0587,0.75,0.1111,0.75,0.143,0.4547,0.0667,0.8421,0.3334,0.8235,0.7692,0.8235,0.7857,0.8235,0.8,0.1579
15,0.1001,0.3334,0.4286,0.3334,0.4286,0.2001,0.2001,0.0832,0.2727,0.0,0.5556,0.3334,0.4667,0.4667,0.5001,0.0,0.3334,0.3847,0.5556,0.0832,0.4667,0.0,0.3334,0.4667,0.5294,0.0832,0.5556,0.0832,0.4286,0.2727,0.4667,0.421,0.3334,0.3529,0.1538,0.3529,0.2143,0.3529,0.2666,0.579
16,0.3,0.0,0.1428,0.0,0.1428,0.1999,0.1999,0.4166,0.091,0.3637,0.3333,0.0,0.2,0.2,0.25,0.3637,0.0,0.077,0.3333,0.4166,0.2,0.3637,0.0,0.2,0.2941,0.4166,0.3333,0.4166,0.1428,0.091,0.2,0.6316,0.0,0.5882,0.4615,0.5882,0.5,0.5882,0.5333,0.3684
17,0.4,0.0834,0.0713,0.0834,0.0713,0.3,0.3,0.5,0.182,0.4546,0.2777,0.0834,0.1333,0.1333,0.1875,0.4546,0.0834,0.0,0.2777,0.5,0.1333,0.4546,0.0834,0.1333,0.2352,0.5,0.2777,0.5,0.0713,0.182,0.1333,0.6842,0.0834,0.6471,0.5385,0.6471,0.5715,0.6471,0.6,0.3158
18,0.8999,0.5,0.2858,0.5,0.2858,0.7999,0.7999,0.9166,0.6365,0.909,0.0,0.5,0.2,0.2,0.1249,0.909,0.5,0.3845,0.0,0.9166,0.2,0.909,0.5,0.2,0.0589,0.9166,0.0,0.9166,0.2858,0.6365,0.2,0.9473,0.5,0.9411,0.923,0.9411,0.9285,0.9411,0.9333,0.0527
19,0.1999,0.4166,0.4999,0.4166,0.4999,0.3,0.3,0.0,0.3635,0.0908,0.6111,0.4166,0.5333,0.5333,0.5625,0.0908,0.4166,0.4615,0.6111,0.0,0.5333,0.0908,0.4166,0.5333,0.5882,0.0,0.6111,0.0,0.4999,0.3635,0.5333,0.3684,0.4166,0.2942,0.077,0.2942,0.143,0.2942,0.2,0.6316
20,0.6,0.25,0.0715,0.25,0.0715,0.4999,0.4999,0.6666,0.3637,0.6363,0.1667,0.25,0.0,0.0,0.0625,0.6363,0.25,0.1538,0.1667,0.6666,0.0,0.6363,0.25,0.0,0.1176,0.6666,0.1667,0.6666,0.0715,0.3637,0.0,0.7894,0.25,0.7647,0.6923,0.7647,0.7143,0.7647,0.7333,0.2106
21,0.1001,0.3334,0.4286,0.3334,0.4286,0.2001,0.2001,0.0832,0.2727,0.0,0.5556,0.3334,0.4667,0.4667,0.5001,0.0,0.3334,0.3847,0.5556,0.0832,0.4667,0.0,0.3334,0.4667,0.5294,0.0832,0.5556,0.0832,0.4286,0.2727,0.4667,0.421,0.3334,0.3529,0.1538,0.3529,0.2143,0.3529,0.2666,0.579
22,0.3,0.0,0.1428,0.0,0.1428,0.1999,0.1999,0.4166,0.091,0.3637,0.3333,0.0,0.2,0.2,0.25,0.3637,0.0,0.077,0.3333,0.4166,0.2,0.3637,0.0,0.2,0.2941,0.4166,0.3333,0.4166,0.1428,0.091,0.2,0.6316,0.0,0.5882,0.4615,0.5882,0.5,0.5882,0.5333,0.3684
23,0.6,0.25,0.0715,0.25,0.0715,0.4999,0.4999,0.6666,0.3637,0.6363,0.1667,0.25,0.0,0.0,0.0625,0.6363,0.25,0.1538,0.1667,0.6666,0.0,0.6363,0.25,0.0,0.1176,0.6666,0.1667,0.6666,0.0715,0.3637,0.0,0.7894,0.25,0.7647,0.6923,0.7647,0.7143,0.7647,0.7333,0.2106
24,0.7999,0.4166,0.2143,0.4166,0.2143,0.6998,0.6998,0.8332,0.5455,0.8181,0.0556,0.4166,0.1333,0.1333,0.0624,0.8181,0.4166,0.3076,0.0556,0.8332,0.1333,0.8181,0.4166,0.1333,0.0,0.8332,0.0556,0.8332,0.2143,0.5455,0.1333,0.8947,0.4166,0.8823,0.846,0.8823,0.857,0.8823,0.8666,0.1053
25,0.1999,0.4166,0.4999,0.4166,0.4999,0.3,0.3,0.0,0.3635,0.0908,0.6111,0.4166,0.5333,0.5333,0.5625,0.0908,0.4166,0.4615,0.6111,0.0,0.5333,0.0908,0.4166,0.5333,0.5882,0.0,0.6111,0.0,0.4999,0.3635,0.5333,0.3684,0.4166,0.2942,0.077,0.2942,0.143,0.2942,0.2,0.6316
26,0.8999,0.5,0.2858,0.5,0.2858,0.7999,0.7999,0.9166,0.6365,0.909,0.0,0.5,0.2,0.2,0.1249,0.909,0.5,0.3845,0.0,0.9166,0.2,0.909,0.5,0.2,0.0589,0.9166,0.0,0.9166,0.2858,0.6365,0.2,0.9473,0.5,0.9411,0.923,0.9411,0.9285,0.9411,0.9333,0.0527
27,0.1999,0.4166,0.4999,0.4166,0.4999,0.3,0.3,0.0,0.3635,0.0908,0.6111,0.4166,0.5333,0.5333,0.5625,0.0908,0.4166,0.4615,0.6111,0.0,0.5333,0.0908,0.4166,0.5333,0.5882,0.0,0.6111,0.0,0.4999,0.3635,0.5333,0.3684,0.4166,0.2942,0.077,0.2942,0.143,0.2942,0.2,0.6316
