,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
1,0.3334,0.0,0.5555,0.3334,0.2727,0.3334,0.2727,0.2727,0.2001,0.5555,0.3334,0.2001,0.3334,0.2727,0.2727,0.4285,0.2001,0.3334,0.2727,0.2727,0.3334,0.6666,0.1426,0.2001,0.3332,0.3334,0.3334,0.6,0.0,0.1112,0.2727,0.2001,0.2727,0.4285,0.1112,0.2001,0.0,0.2727,0.2001,0.3334
2,0.75,0.625,0.0,0.75,0.7273,0.75,0.7273,0.7273,0.7,0.0,0.75,0.7,0.75,0.7273,0.7273,0.2856,0.7,0.75,0.7273,0.7273,0.75,0.25,0.5715,0.7,0.5,0.75,0.75,0.1001,0.625,0.6667,0.7273,0.7,0.7273,0.2856,0.6667,0.7,0.625,0.7273,0.7,0.75
3,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
4,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
5,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
6,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
7,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
8,0.1666,0.2502,0.7779,0.1666,0.0908,0.1666,0.0908,0.0908,0.0,0.7779,0.1666,0.0,0.1666,0.0908,0.0908,0.7144,0.0,0.1666,0.0908,0.0908,0.1666,0.8334,0.4285,0.0,0.6668,0.1666,0.1666,0.8001,0.2502,0.1112,0.0908,0.0,0.0908,0.7144,0.1112,0.0,0.2502,0.0908,0.0,0.1666
9,0.75,0.625,0.0,0.75,0.7273,0.75,0.7273,0.7273,0.7,0.0,0.75,0.7,0.75,0.7273,0.7273,0.2856,0.7,0.75,0.7273,0.7273,0.75,0.25,0.5715,0.7,0.5,0.75,0.75,0.1001,0.625,0.6667,0.7273,0.7,0.7273,0.2856,0.6667,0.7,0.625,0.7273,0.7,0.75
10,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
11,0.1666,0.2502,0.7779,0.1666,0.0908,0.1666,0.0908,0.0908,0.0,0.7779,0.1666,0.0,0.1666,0.0908,0.0908,0.7144,0.0,0.1666,0.0908,0.0908,0.1666,0.8334,0.4285,0.0,0.6668,0.1666,0.1666,0.8001,0.2502,0.1112,0.0908,0.0,0.0908,0.7144,0.1112,0.0,0.2502,0.0908,0.0,0.1666
12,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
13,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
14,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
15,0.5834,0.375,0.2221,0.5834,0.5455,0.5834,0.5455,0.5455,0.5001,0.2221,0.5834,0.5001,0.5834,0.5455,0.5455,0.0,0.5001,0.5834,0.5455,0.5455,0.5834,0.4166,0.2859,0.5001,0.1668,0.5834,0.5834,0.3,0.375,0.4445,0.5455,0.5001,0.5455,0.0,0.4445,0.5001,0.375,0.5455,0.5001,0.5834
16,0.1666,0.2502,0.7779,0.1666,0.0908,0.1666,0.0908,0.0908,0.0,0.7779,0.1666,0.0,0.1666,0.0908,0.0908,0.7144,0.0,0.1666,0.0908,0.0908,0.1666,0.8334,0.4285,0.0,0.6668,0.1666,0.1666,0.8001,0.2502,0.1112,0.0908,0.0,0.0908,0.7144,0.1112,0.0,0.2502,0.0908,0.0,0.1666
17,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
18,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
19,0.0834,0.375,0.8888,0.0834,0.0,0.0834,0.0,0.0,0.0998,0.8888,0.0834,0.0998,0.0834,0.0,0.0,0.857,0.0998,0.0834,0.0,0.0,0.0834,0.9166,0.5711,0.0998,0.8332,0.0834,0.0834,0.8999,0.375,0.2221,0.0,0.0998,0.0,0.857,0.2221,0.0998,0.375,0.0,0.0998,0.0834
20,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
21,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,1.0,0.3333,1.0,1.0,1.0,1.0,1.0,0.7141,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.1999,1.0,1.0,1.0,1.0,1.0,0.7141,1.0,1.0,1.0,1.0,1.0,1.0
22,0.4166,0.1248,0.4445,0.4166,0.3635,0.4166,0.3635,0.3635,0.3,0.4445,0.4166,0.3,0.4166,0.3635,0.3635,0.2859,0.3,0.4166,0.3635,0.3635,0.4166,0.5834,0.0,0.3,0.1668,0.4166,0.4166,0.5001,0.1248,0.2221,0.3635,0.3,0.3635,0.2859,0.2221,0.3,0.1248,0.3635,0.3,0.4166
23,0.1666,0.2502,0.7779,0.1666,0.0908,0.1666,0.0908,0.0908,0.0,0.7779,0.1666,0.0,0.1666,0.0908,0.0908,0.7144,0.0,0.1666,0.0908,0.0908,0.1666,0.8334,0.4285,0.0,0.6668,0.1666,0.1666,0.8001,0.2502,0.1112,0.0908,0.0,0.0908,0.7144,0.1112,0.0,0.2502,0.0908,0.0,0.1666
24,0.5,0.2499,0.3333,0.5,0.4545,0.5,0.4545,0.4545,0.4,0.3333,0.5,0.4,0.5,0.4545,0.4545,0.143,0.4,0.5,0.4545,0.4545,0.5,0.5,0.143,0.4,0.0,0.5,0.5,0.4,0.2499,0.3333,0.4545,0.4,0.4545,0.143,0.3333,0.4,0.2499,0.4545,0.4,0.5
25,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
26,0.0,0.5002,1.0,0.0,0.091,0.0,0.091,0.091,0.1999,1.0,0.0,0.1999,0.0,0.091,0.091,1.0,0.1999,0.0,0.091,0.091,0.0,1.0,0.7141,0.1999,1.0,0.0,0.0,1.0,0.5002,0.3333,0.091,0.1999,0.091,1.0,0.3333,0.1999,0.5002,0.091,0.1999,0.0
