,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.0,0.0,0.1251,0.3997,0.3997,0.7499,0.1668,0.1668,0.7999,0.7999,0.7499,0.857,0.8332,0.7999,0.8332,0.8332,0.8332,0.8749,0.8749,0.857,0.857,0.7999,0.8332,0.7999,0.7499,0.8749,0.1668,0.0,0.7999,0.8332,0.3997,0.857,0.3997,0.0,0.7499,0.7499,0.8332,0.8332,0.3997
1,0.0,0.0,0.0,0.1251,0.3997,0.3997,0.7499,0.1668,0.1668,0.7999,0.7999,0.7499,0.857,0.8332,0.7999,0.8332,0.8332,0.8332,0.8749,0.8749,0.857,0.857,0.7999,0.8332,0.7999,0.7499,0.8749,0.1668,0.0,0.7999,0.8332,0.3997,0.857,0.3997,0.0,0.7499,0.7499,0.8332,0.8332,0.3997
2,0.0,0.0,0.0,0.1251,0.3997,0.3997,0.7499,0.1668,0.1668,0.7999,0.7999,0.7499,0.857,0.8332,0.7999,0.8332,0.8332,0.8332,0.8749,0.8749,0.857,0.857,0.7999,0.8332,0.7999,0.7499,0.8749,0.1668,0.0,0.7999,0.8332,0.3997,0.857,0.3997,0.0,0.7499,0.7499,0.8332,0.8332,0.3997
3,0.143,0.143,0.143,0.0,0.5998,0.5998,1.0,0.3336,0.3336,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.3336,0.143,1.0,1.0,0.5998,1.0,0.5998,0.143,1.0,1.0,1.0,1.0,0.5998
4,0.2856,0.2856,0.2856,0.3749,0.0,0.0,0.2501,0.1664,0.1664,0.4002,0.4002,0.2501,0.5715,0.5,0.4002,0.5,0.5,0.5,0.6251,0.6251,0.5715,0.5715,0.4002,0.5,0.4002,0.2501,0.6251,0.1664,0.2856,0.4002,0.5,0.0,0.5715,0.0,0.2856,0.2501,0.2501,0.5,0.5,0.0
5,0.2856,0.2856,0.2856,0.3749,0.0,0.0,0.2501,0.1664,0.1664,0.4002,0.4002,0.2501,0.5715,0.5,0.4002,0.5,0.5,0.5,0.6251,0.6251,0.5715,0.5715,0.4002,0.5,0.4002,0.2501,0.6251,0.1664,0.2856,0.4002,0.5,0.0,0.5715,0.0,0.2856,0.2501,0.2501,0.5,0.5,0.0
6,0.4285,0.4285,0.4285,0.5,0.2001,0.2001,0.0,0.3332,0.3332,0.2001,0.2001,0.0,0.4285,0.3332,0.2001,0.3332,0.3332,0.3332,0.5,0.5,0.4285,0.4285,0.2001,0.3332,0.2001,0.0,0.5,0.3332,0.4285,0.2001,0.3332,0.2001,0.4285,0.2001,0.4285,0.0,0.0,0.3332,0.3332,0.2001
7,0.143,0.143,0.143,0.2501,0.1996,0.1996,0.4997,0.0,0.0,0.5998,0.5998,0.4997,0.7141,0.6664,0.5998,0.6664,0.6664,0.6664,0.7499,0.7499,0.7141,0.7141,0.5998,0.6664,0.5998,0.4997,0.7499,0.0,0.143,0.5998,0.6664,0.1996,0.7141,0.1996,0.143,0.4997,0.4997,0.6664,0.6664,0.1996
8,0.143,0.143,0.143,0.2501,0.1996,0.1996,0.4997,0.0,0.0,0.5998,0.5998,0.4997,0.7141,0.6664,0.5998,0.6664,0.6664,0.6664,0.7499,0.7499,0.7141,0.7141,0.5998,0.6664,0.5998,0.4997,0.7499,0.0,0.143,0.5998,0.6664,0.1996,0.7141,0.1996,0.143,0.4997,0.4997,0.6664,0.6664,0.1996
9,0.5715,0.5715,0.5715,0.6251,0.4002,0.4002,0.2501,0.5,0.5,0.0,0.0,0.2501,0.2856,0.1664,0.0,0.1664,0.1664,0.1664,0.3749,0.3749,0.2856,0.2856,0.0,0.1664,0.0,0.2501,0.3749,0.5,0.5715,0.0,0.1664,0.4002,0.2856,0.4002,0.5715,0.2501,0.2501,0.1664,0.1664,0.4002
