,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
10,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
11,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
12,0.0,0.5,0.5,0.0,0.3333,0.5,0.0,0.3333,0.3333,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.5,0.5,0.3333,0.5,0.3333,0.5,0.0,0.6667,0.0,0.0,0.5,0.5,0.5,0.5,0.5
13,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
14,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
15,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
16,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
17,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
18,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
19,0.5,1.0,1.0,0.5,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.5,1.0,0.5,0.5,1.0,1.0,1.0,1.0,1.0
20,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
21,0.0,0.5,0.5,0.0,0.3333,0.5,0.0,0.3333,0.3333,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.5,0.5,0.3333,0.5,0.3333,0.5,0.0,0.6667,0.0,0.0,0.5,0.5,0.5,0.5,0.5
22,1.0,0.5,0.5,1.0,1.0,0.5,1.0,1.0,1.0,0.5,0.0,0.5,1.0,0.0,0.0,0.5,0.5,1.0,0.5,1.0,0.5,1.0,0.0,1.0,1.0,0.5,0.5,0.5,0.5,0.5
23,0.0,0.5,0.5,0.0,0.3333,0.5,0.0,0.3333,0.3333,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.5,0.5,0.3333,0.5,0.3333,0.5,0.0,0.6667,0.0,0.0,0.5,0.5,0.5,0.5,0.5
24,0.0,0.5,0.5,0.0,0.3333,0.5,0.0,0.3333,0.3333,0.5,0.6667,0.5,0.0,0.6667,0.6667,0.5,0.5,0.3333,0.5,0.3333,0.5,0.0,0.6667,0.0,0.0,0.5,0.5,0.5,0.5,0.5
25,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
26,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
27,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
28,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
29,0.5,0.0,0.0,0.5,0.6667,0.0,0.5,0.6667,0.6667,0.0,0.3333,0.0,0.5,0.3333,0.3333,0.0,0.0,0.6667,0.0,0.6667,0.0,0.5,0.3333,0.5,0.5,0.0,0.0,0.0,0.0,0.0
