,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.4166,0.5,0.4166,0.1538,0.2221,0.0,0.2143,0.0834,0.4166,0.0,0.5333,0.4615,0.2221,0.0834,0.5333,0.3637,0.4166,0.6111,0.5625,0.3889,0.6111,0.5625,0.1001,0.5882,0.6111,0.1001,0.6111,0.2221,0.6111,0.5333,0.4615,0.1001,0.4615,0.0,0.4166,0.1001,0.3637,0.1538,0.4166
1,0.4545,0.0,0.143,0.0,0.5384,0.3333,0.4545,0.5714,0.5,0.0,0.4545,0.2,0.077,0.3333,0.5,0.2,0.0908,0.0,0.3333,0.25,0.6667,0.3333,0.25,0.3999,0.2942,0.3333,0.3999,0.3333,0.3333,0.3333,0.2,0.077,0.3999,0.077,0.4545,0.0,0.3999,0.0908,0.5384,0.0
2,0.6365,0.1668,0.0,0.1668,0.6924,0.5557,0.6365,0.7144,0.6668,0.1668,0.6365,0.0666,0.077,0.5557,0.6668,0.0666,0.2727,0.1668,0.2221,0.1249,0.7779,0.2221,0.1249,0.6001,0.1765,0.2221,0.6001,0.2221,0.5557,0.2221,0.0666,0.077,0.6001,0.077,0.6365,0.1668,0.6001,0.2727,0.6924,0.1668
3,0.4545,0.0,0.143,0.0,0.5384,0.3333,0.4545,0.5714,0.5,0.0,0.4545,0.2,0.077,0.3333,0.5,0.2,0.0908,0.0,0.3333,0.25,0.6667,0.3333,0.25,0.3999,0.2942,0.3333,0.3999,0.3333,0.3333,0.3333,0.2,0.077,0.3999,0.077,0.4545,0.0,0.3999,0.0908,0.5384,0.0
4,0.1818,0.5832,0.6428,0.5832,0.0,0.4443,0.1818,0.0715,0.0832,0.5832,0.1818,0.6666,0.6153,0.4443,0.0832,0.6666,0.5454,0.5832,0.7221,0.6874,0.2779,0.7221,0.6874,0.3,0.7058,0.7221,0.3,0.7221,0.4443,0.7221,0.6666,0.6153,0.3,0.6153,0.1818,0.5832,0.3,0.5454,0.0,0.5832
5,0.1818,0.25,0.3572,0.25,0.3076,0.0,0.1818,0.3571,0.25,0.25,0.1818,0.4,0.3077,0.0,0.25,0.4,0.1819,0.25,0.5,0.4375,0.5,0.5,0.4375,0.0999,0.4706,0.5,0.0999,0.5,0.0,0.5,0.4,0.3077,0.0999,0.3077,0.1818,0.25,0.0999,0.1819,0.3076,0.25
6,0.0,0.4166,0.5,0.4166,0.1538,0.2221,0.0,0.2143,0.0834,0.4166,0.0,0.5333,0.4615,0.2221,0.0834,0.5333,0.3637,0.4166,0.6111,0.5625,0.3889,0.6111,0.5625,0.1001,0.5882,0.6111,0.1001,0.6111,0.2221,0.6111,0.5333,0.4615,0.1001,0.4615,0.0,0.4166,0.1001,0.3637,0.1538,0.4166
7,0.2727,0.6666,0.7143,0.6666,0.077,0.5555,0.2727,0.0,0.1666,0.6666,0.2727,0.7333,0.6923,0.5555,0.1666,0.7333,0.6363,0.6666,0.7777,0.75,0.2223,0.7777,0.75,0.4001,0.7647,0.7777,0.4001,0.7777,0.5555,0.7777,0.7333,0.6923,0.4001,0.6923,0.2727,0.6666,0.4001,0.6363,0.077,0.6666
8,0.091,0.5,0.5715,0.5,0.0768,0.3333,0.091,0.1428,0.0,0.5,0.091,0.6,0.5385,0.3333,0.0,0.6,0.4546,0.5,0.6667,0.625,0.3333,0.6667,0.625,0.2002,0.6471,0.6667,0.2002,0.6667,0.3333,0.6667,0.6,0.5385,0.2002,0.5385,0.091,0.5,0.2002,0.4546,0.0768,0.5
9,0.4545,0.0,0.143,0.0,0.5384,0.3333,0.4545,0.5714,0.5,0.0,0.4545,0.2,0.077,0.3333,0.5,0.2,0.0908,0.0,0.3333,0.25,0.6667,0.3333,0.25,0.3999,0.2942,0.3333,0.3999,0.3333,0.3333,0.3333,0.2,0.077,0.3999,0.077,0.4545,0.0,0.3999,0.0908,0.5384,0.0
