,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39
0,0.0,0.1001,0.0,0.1538,0.0832,0.2143,0.0,0.2143,0.3124,0.1538,0.4445,0.2224,0.5834,0.6429,0.5001,0.0,0.0832,0.5455,0.1001,0.5001,0.2224,0.0832,0.2666,0.2224,0.2224,0.3749,0.6876,0.5834,0.4445,0.3749,0.0832,0.1001,0.5834,0.2224,0.0832,0.1001,0.1538,0.0832,0.0,0.2666
1,0.091,0.0,0.091,0.2308,0.1666,0.2857,0.091,0.2857,0.375,0.2308,0.3333,0.1112,0.5,0.5714,0.4,0.091,0.1666,0.4545,0.0,0.4,0.1112,0.1666,0.3333,0.1112,0.1112,0.2499,0.625,0.5,0.3333,0.2499,0.1666,0.0,0.5,0.1112,0.1666,0.0,0.2308,0.1666,0.091,0.3333
2,0.0,0.1001,0.0,0.1538,0.0832,0.2143,0.0,0.2143,0.3124,0.1538,0.4445,0.2224,0.5834,0.6429,0.5001,0.0,0.0832,0.5455,0.1001,0.5001,0.2224,0.0832,0.2666,0.2224,0.2224,0.3749,0.6876,0.5834,0.4445,0.3749,0.0832,0.1001,0.5834,0.2224,0.0832,0.1001,0.1538,0.0832,0.0,0.2666
3,0.1817,0.3,0.1817,0.0,0.0834,0.0715,0.1817,0.0715,0.1875,0.0,0.6667,0.4445,0.75,0.7857,0.7,0.1817,0.0834,0.7273,0.3,0.7,0.4445,0.0834,0.1333,0.4445,0.4445,0.6248,0.8125,0.75,0.6667,0.6248,0.0834,0.3,0.75,0.4445,0.0834,0.3,0.0,0.0834,0.1817,0.1333
4,0.0908,0.1999,0.0908,0.077,0.0,0.143,0.0908,0.143,0.25,0.077,0.5555,0.3333,0.6666,0.7142,0.6,0.0908,0.0,0.6363,0.1999,0.6,0.3333,0.0,0.2,0.3333,0.3333,0.4997,0.75,0.6666,0.5555,0.4997,0.0,0.1999,0.6666,0.3333,0.0,0.1999,0.077,0.0,0.0908,0.2
5,0.2727,0.4,0.2727,0.077,0.1668,0.0,0.2727,0.0,0.1249,0.077,0.7779,0.5557,0.8334,0.8572,0.8001,0.2727,0.1668,0.8182,0.4,0.8001,0.5557,0.1668,0.0666,0.5557,0.5557,0.7499,0.8751,0.8334,0.7779,0.7499,0.1668,0.4,0.8334,0.5557,0.1668,0.4,0.077,0.1668,0.2727,0.0666
6,0.0,0.1001,0.0,0.1538,0.0832,0.2143,0.0,0.2143,0.3124,0.1538,0.4445,0.2224,0.5834,0.6429,0.5001,0.0,0.0832,0.5455,0.1001,0.5001,0.2224,0.0832,0.2666,0.2224,0.2224,0.3749,0.6876,0.5834,0.4445,0.3749,0.0832,0.1001,0.5834,0.2224,0.0832,0.1001,0.1538,0.0832,0.0,0.2666
7,0.2727,0.4,0.2727,0.077,0.1668,0.0,0.2727,0.0,0.1249,0.077,0.7779,0.5557,0.8334,0.8572,0.8001,0.2727,0.1668,0.8182,0.4,0.8001,0.5557,0.1668,0.0666,0.5557,0.5557,0.7499,0.8751,0.8334,0.7779,0.7499,0.1668,0.4,0.8334,0.5557,0.1668,0.4,0.077,0.1668,0.2727,0.0666
8,0.4544,0.6,0.4544,0.2308,0.3334,0.1428,0.4544,0.1428,0.0,0.2308,1.0,0.7779,1.0,1.0,1.0,0.4544,0.3334,1.0,0.6,1.0,0.7779,0.3334,0.0667,0.7779,0.7779,0.9997,1.0,1.0,1.0,0.9997,0.3334,0.6,1.0,0.7779,0.3334,0.6,0.2308,0.3334,0.4544,0.0667
9,0.1817,0.3,0.1817,0.0,0.0834,0.0715,0.1817,0.0715,0.1875,0.0,0.6667,0.4445,0.75,0.7857,0.7,0.1817,0.0834,0.7273,0.3,0.7,0.4445,0.0834,0.1333,0.4445,0.4445,0.6248,0.8125,0.75,0.6667,0.6248,0.0834,0.3,0.75,0.4445,0.0834,0.3,0.0,0.0834,0.1817,0.1333
